"pathway","pval","padj","overlap","size","overlapGenes"
"C3_Stress response: detoxification: CYP",0.00662418482778301,0.195886608478726,3,82,"CYP-29A4;CYP-34A5;CYP-35A4"
"C1_Metabolism",0.0596472204133217,0.238588881653287,12,1557,"BCAT-1;VIT-3;VIT-4;Y65B4A.8;LIPS-1;OAC-25;OAC-28;Y53G8B.2;SPL-3;C34B2.8;T02H6.11;F58F12.1"
"C3_Transmembrane protein: seven transmembrane receptor: sra ",0.0114800259017105,0.29704567020676,2,35,"SRA-20;SRA-23"
"C1_mRNA functions",0.0995586965680543,0.326078417499835,4,378,"PUF-6;Y108F1.5;Y47G6A.30;TEG-1"
"C1_Transmembrane transport",0.104894461762373,0.326078417499835,7,857,"PGP-9;ZK550.2;CUA-1;KVS-3;Y43D4A.1;F11D5.5;T11G6.4"
"C1_Proteolysis general",0.112089456015568,0.326078417499835,4,395,"K02E7.10;TRA-3;CLPR-4;F56F10.1"
"C2_Proteolysis general: cysteine",0.0155369123277014,0.349580527373282,2,41,"TRA-3;CLPR-4"
"C1_Major sperm protein",0.134018534258637,0.357382758023033,1,31,"MSP-65"
"C2_Protein modification: carbohydrate",0.021006940355665,0.369310545520273,3,126,"T26H5.8;T27F6.1;T28A8.2"
"C2_Cytoskeleton: microtubule",0.0218850693641643,0.369310545520273,3,128,"D2096.11;K06H7.8;K09C6.8"
"C1_Cell cycle",0.187888506916092,0.431544914281068,2,171,"GFI-3;Y92H12BL.1"
"C1_Signaling",0.188800899997967,0.431544914281068,8,1190,"Y105C5A.24;AKA-1;T22D1.5;F35C11.2;F47B3.7;F59E12.15;RAC-2;TRF-1"
"C3_Protein modification: carbohydrate",0.021006940355665,0.483159628180296,3,126,"T26H5.8;T27F6.1;T28A8.2"
"C2_Stress response: detoxification",0.0334045864525195,0.501068796787792,3,151,"CYP-29A4;CYP-34A5;CYP-35A4"
"C1_Cilia",0.243147308349197,0.51871425781162,1,60,"OSM-5"
"C3_Metabolism: lipid: o-acyl transferase",0.0278909490863506,0.577342646087458,2,56,"OAC-25;OAC-28"
"C2_Stress response: pathogen",0.0488390375030395,0.659327006291033,3,176,"K10D11.5;HPO-33;ZK228.4"
"C3_Metabolism: lipid: binding",0.0387457807045661,0.667864925674407,2,67,"VIT-3;VIT-4"
"C3_Transmembrane protein: seven transmembrane receptor: srbc",0.0419432078925956,0.667864925674407,2,70,"SRBC-6;SRBC-83"
"C3_Unknown: prion domain",0.0419432078925956,0.667864925674407,2,70,"PQN-39;PQN-76"
"C3_Cytoskeleton: microtubule: tau tubulin kinase",0.0463540881831944,0.685378303851517,2,74,"K06H7.8;K09C6.8"
"C3_Transmembrane protein: seven transmembrane receptor: str",0.0609941368808192,0.7728025552481,3,193,"STR-101;STR-227;STR-23"
"C3_Signaling: phosphatase: Y ",0.0655426705822978,0.7728025552481,2,90,"F35C11.2;F47B3.7"
"C3_Transmembrane protein: seven transmembrane receptor: srb",0.0672454017117622,0.7728025552481,1,15,"SRB-5"
"C3_Cell cycle: APC",0.0715649080569376,0.7728025552481,1,16,"GFI-3"
"C3_Stress response: pathogen: other",0.0719978719764884,0.7728025552481,2,95,"HPO-33;ZK228.4"
"C3_Transmembrane protein: seven transmembrane receptor: srx",0.0800015944874365,0.7728025552481,2,101,"SRX-122;SRX-24"
"C3_Metabolism: mitochondria: complex V",0.0886447299136661,0.7728025552481,1,20,"F58F12.1"
"C3_Transmembrane protein: seven transmembrane receptor: srw",0.0910756306399398,0.7728025552481,2,109,"SRW-122;SRW-83"
"C3_Trafficking: ER/Golgi: Golgi other",0.0928655881884929,0.7728025552481,1,21,"APT-9"
"C3_Transcription factor: T box",0.0928655881884929,0.7728025552481,1,21,"TBX-32"
"C3_Cytoskeleton: motor protein: dynein",0.0970669876157034,0.7728025552481,1,22,"DNC-2"
"C3_Proteolysis general: aspartate: cathepsin",0.0970669876157034,0.7728025552481,1,22,"K02E7.10"
"C3_Cell cycle: kinase",0.10124901749036,0.776242467426091,1,23,"Y92H12BL.1"
"C2_Signaling: phosphatase",0.0632727319295802,0.77652898277212,3,196,"T22D1.5;F35C11.2;F47B3.7"
"C1_Extracellular material",0.388639094996981,0.777278189993962,3,484,"R09D1.14;CUTL-22;PIGL-1"
"C2_Cell cycle: APC",0.0715649080569376,0.805105215640548,1,16,"GFI-3"
"C3_Stress response: pathogen: CUB",0.109555323724758,0.809926857536604,1,25,"K10D11.5"
"C3_Stress response: C-type Lectin",0.117411418563134,0.812717970583828,3,257,"CLEC-189;CLEC-258;CLEC-70"
"C3_Metabolism: lipid: lipase",0.117785213128091,0.812717970583828,1,27,"LIPS-1"
"C3_Proteolysis proteasome: E3: SCF",0.129988294739349,0.816349979363923,1,30,"SKR-4"
"C3_Major sperm protein",0.134018534258637,0.816349979363923,1,31,"MSP-65"
"C3_mRNA functions: processing: nuclease",0.134018534258637,0.816349979363923,1,31,"Y47G6A.30"
"C3_Signaling: MAPK",0.138030189747523,0.816349979363923,1,32,"Y105C5A.24"
"C3_Transmembrane transport: sodium channel",0.138030189747523,0.816349979363923,1,32,"Y43D4A.1"
"C3_Proteolysis general: serine",0.145998089439598,0.816800121999915,1,34,"F56F10.1"
"C3_Transmembrane protein: seven transmembrane receptor: srsx",0.145998089439598,0.816800121999915,1,34,"SRSX-14"
"C3_Extracellular material: cuticlin",0.149954503073066,0.816814948944256,1,35,"CUTL-22"
"C3_Metabolism: amino acid: breakdown",0.153892671540222,0.816814948944256,1,36,"BCAT-1"
"C3_Extracellular material: chitinase",0.161714607595356,0.835218203496847,1,38,"R09D1.14"
"C3_Metabolism: mitochondria: complex I",0.165598541538302,0.835218203496847,1,39,"C34B2.8"
"C3_Transmembrane protein: seven transmembrane receptor: srj",0.169464563028346,0.835218203496847,1,40,"SRJ-1"
"C3_Extracellular material: secreted protein",0.180955973207791,0.851315601227563,1,43,"PIGL-1"
"C3_Metabolism: lipid: sphingolipid",0.180955973207791,0.851315601227563,1,43,"SPL-3"
"C3_Signaling: small GTPase: Rho/Rac",0.192289109151933,0.882144112498149,1,46,"RAC-2"
"C3_mRNA functions: processing: helicase",0.196032024999589,0.882144112498149,1,47,"Y108F1.5"
"C3_Transmembrane transport: major facilitator",0.203466140859862,0.890656910022315,1,49,"ZK550.2"
"C3_Transmembrane transport: other",0.207157499053848,0.890656910022315,1,50,"CUA-1"
"C3_Transmembrane transport: ABC",0.21083182894248,0.890656910022315,1,51,"PGP-9"
"C2_Transcription factor: T box",0.0928655881884929,0.90964466772388,1,21,"TBX-32"
"C2_Cell cycle: kinase",0.10124901749036,0.90964466772388,1,23,"Y92H12BL.1"
"C2_Stress response: C-type Lectin",0.117411418563134,0.90964466772388,3,257,"CLEC-189;CLEC-258;CLEC-70"
"C2_mRNA functions: processing",0.129604748054965,0.90964466772388,3,269,"Y108F1.5;Y47G6A.30;TEG-1"
"C2_Major sperm protein",0.134018534258637,0.90964466772388,1,31,"MSP-65"
"C2_Signaling: MAPK",0.138030189747523,0.90964466772388,1,32,"Y105C5A.24"
"C2_Transmembrane transport: sodium channel",0.138030189747523,0.90964466772388,1,32,"Y43D4A.1"
"C2_Proteolysis general: aspartate",0.142023346504809,0.90964466772388,1,33,"K02E7.10"
"C2_Proteolysis general: serine",0.145998089439598,0.90964466772388,1,34,"F56F10.1"
"C2_Extracellular material: cuticlin",0.149954503073066,0.90964466772388,1,35,"CUTL-22"
"C2_Cilia: IFT",0.161714607595356,0.90964466772388,1,38,"OSM-5"
"C2_Extracellular material: chitinase",0.161714607595356,0.90964466772388,1,38,"R09D1.14"
"C3_mRNA functions: processing: splicing",0.221753428890035,0.918059195604745,1,54,"TEG-1"
"C3_Transmembrane transport: solute carrier",0.226657128272796,0.918553902629783,2,194,"F11D5.5;T11G6.4"
"C3_Metabolism: lipid: phospholipid",0.236081868740508,0.918553902629783,1,58,"Y53G8B.2"
"C3_Transmembrane protein: seven transmembrane receptor: srt",0.236081868740508,0.918553902629783,1,58,"SRT-17"
"C3_Transmembrane protein: seven transmembrane receptor: sri ",0.23962275720777,0.918553902629783,1,59,"SRI-38"
"C1_Transcription: general machinery",0.490264993485613,0.922851752443506,1,145,"RPOA-49"
"C2_Cytoskeleton: motor protein",0.173312754295862,0.935888873197653,1,41,"DNC-2"
"C2_Extracellular material: secreted protein",0.180955973207791,0.939579091655838,1,43,"PIGL-1"
"C3_Transmembrane protein: seven transmembrane receptor: srg",0.250147698437586,0.941464974119643,1,62,"SRG-46"
"C2_Metabolism: mitochondria",0.19743333909777,0.948743230241162,3,330,"C34B2.8;T02H6.11;F58F12.1"
"C2_Transmembrane transport: major facilitator",0.203466140859862,0.948743230241162,1,49,"ZK550.2"
"C2_Transmembrane transport: other",0.207157499053848,0.948743230241162,1,50,"CUA-1"
"C2_Transmembrane transport: ABC",0.21083182894248,0.948743230241162,1,51,"PGP-9"
"C3_Signaling: S/T kinase",0.26395570919711,0.958575996557926,1,66,"F59E12.15"
"C3_Transmembrane protein: seven transmembrane receptor: srd",0.26395570919711,0.958575996557926,1,66,"SRD-28"
"C3_Proteolysis proteasome: E3: RING finger",0.270764505893974,0.966349184828493,1,68,"Y60A9.3"
"C3_Signaling: other",0.280860323164656,0.985391303306504,1,71,"AKA-1"
"C2_Transmembrane transport: solute carrier",0.226657128272796,0.987055236026692,2,194,"F11D5.5;T11G6.4"
"C1_Trafficking",0.609112978006447,1,1,202,"APT-9"
"C1_Transcription: chromatin",0.643906502520232,1,1,222,"HIL-6"
"C1_Nucleic acid",0.655341169469305,1,1,229,"C16C8.16"
"C1_Development",0.743125093180116,1,1,292,"F57F4.4"
"C1_Chaperone",1,1,0,86,""
"C1_DNA",1,1,0,175,""
"C1_Globin",1,1,0,36,""
"C1_Lysosome",1,1,0,90,""
"C1_Muscle function",1,1,0,62,""
"C1_Neuronal function",1,1,0,308,""
"C1_Non-coding RNA",1,1,1,9512,"K08A2.13"
"C1_Nuclear pore",1,1,0,36,""
"C1_Peroxisome",1,1,0,15,""
"C1_Pseudogene",1,1,0,1898,""
"C1_Ribosome",1,1,0,244,""
"C2_Signaling: S/T kinase",0.26395570919711,1,1,66,"F59E12.15"
"C2_Signaling: other",0.280860323164656,1,1,71,"AKA-1"
"C2_Signaling: Y kinase",0.294105311033026,1,1,75,"TRF-1"
"C2_Cytoskeleton: other",0.297378439679062,1,1,76,"T08D2.8"
"C2_Development: general",0.31351885542007,1,1,81,"F57F4.4"
"C2_Metabolism: amino acid",0.316702374501425,1,1,82,"BCAT-1"
"C2_Trafficking: ER/Golgi",0.329290167765124,1,1,86,"APT-9"
"C2_mRNA functions: binding",0.374472562352887,1,1,101,"PUF-6"
"C2_Transcription: chromatin structure",0.386000754688996,1,1,105,"HIL-6"
"C2_Transmembrane transport: potassium channel",0.430036816066312,1,1,121,"KVS-3"
"C2_Signaling: small GTPase",0.572931052132295,1,1,183,"RAC-2"
"C2_Nucleic acid: binding",0.652111940488884,1,1,227,"C16C8.16"
"C2_Transmembrane protein: other",0.758255831014227,1,1,305,"SCL-11"
"C2_Cell cycle: chromosome dynamics",1,1,0,65,""
"C2_Cell cycle: meiotic/mitotic spindle",1,1,0,23,""
"C2_Cell cycle: other",1,1,0,26,""
"C2_Chaperone: cyclophilin",1,1,0,28,""
"C2_Chaperone: DnaJ domain",1,1,0,31,""
"C2_Cytoskeleton: actin function",1,1,0,40,""
"C2_Cytoskeleton: claudin",1,1,0,15,""
"C2_Cytoskeleton: innexin",1,1,0,24,""
"C2_Development: apoptosis",1,1,0,64,""
"C2_Development: germline",1,1,0,20,""
"C2_Development: somatic",1,1,0,122,""
"C2_DNA: nuclease",1,1,0,17,""
"C2_DNA: repair",1,1,0,67,""
"C2_DNA: replication",1,1,0,69,""
"C2_Extracellular Material: chondroitin sulfotransferase",1,1,0,27,""
"C2_Extracellular material: collagen",1,1,0,185,""
"C2_Extracellular material: galectin",1,1,0,25,""
"C2_Extracellular material: matrix",1,1,0,66,""
"C2_Extracellular material: PGI",1,1,0,53,""
"C2_Globin",1,1,0,36,""
"C2_Lysosome: acid phosphatase",1,1,0,31,""
"C2_Lysosome: autophagy",1,1,0,25,""
"C2_Lysosome: Vacuolar ATPase",1,1,0,22,""
"C2_Metabolism: 1CC",1,1,0,30,""
"C2_Metabolism: carbohydrate",1,1,0,83,""
"C2_Metabolism: glutathione",1,1,0,20,""
"C2_Metabolism: glycolysis",1,1,0,37,""
"C2_Metabolism: insulin",1,1,0,40,""
"C2_Metabolism: nucleotide",1,1,0,108,""
"C2_Metabolism: other",1,1,0,189,""
"C2_Metabolism: short chain dehydrogenase",1,1,0,42,""
"C2_Muscle function",1,1,0,62,""
"C2_Neuronal function: development",1,1,0,15,""
"C2_Neuronal function: other",1,1,0,42,""
"C2_Neuronal function: synaptic function",1,1,0,244,""
"C2_Non-coding RNA: asRNA",1,1,0,16,""
"C2_Non-coding RNA: linc",1,1,0,174,""
"C2_Non-coding RNA: miRNA",1,1,0,257,""
"C2_Non-coding RNA: ncRNA",1,1,1,7850,"K08A2.13"
"C2_Non-coding RNA: small RNA",1,1,0,51,""
"C2_Non-coding RNA: snoRNA",1,1,0,344,""
"C2_Non-coding RNA: snRNA",1,1,0,129,""
"C2_Non-coding RNA: tRNA",1,1,0,688,""
"C2_Nuclear pore: structure",1,1,0,28,""
"C2_Protein modification: acetyltransferase",1,1,0,17,""
"C2_Protein modification: lipidation",1,1,0,17,""
"C2_Protein modification: methyltransferase",1,1,0,75,""
"C2_Proteolysis general: carboxypeptidase",1,1,0,16,""
"C2_Proteolysis general: inhibitor",1,1,0,66,""
"C2_Proteolysis general: metallopeptidase",1,1,0,124,""
"C2_Proteolysis general: other",1,1,0,68,""
"C2_Proteolysis proteasome: 19S",1,1,0,26,""
"C2_Proteolysis proteasome: E2",1,1,0,17,""
"C2_Proteolysis proteasome: other",1,1,0,23,""
"C2_Proteolysis proteasome: ubiquitin peptidase",1,1,0,31,""
"C2_Pseudogene",1,1,0,1898,""
"C2_Ribosome: biogenesis",1,1,0,53,""
"C2_Ribosome: EIF",1,1,0,60,""
"C2_Ribosome: subunit",1,1,0,92,""
"C2_Signaling: calcium",1,1,0,34,""
"C2_Signaling: hedgehog-like",1,1,0,90,""
"C2_Signaling: heteromeric G protein",1,1,0,171,""
"C2_Signaling: lipid",1,1,0,101,""
"C2_Signaling: Notch",1,1,0,18,""
"C2_Signaling: TGF beta",1,1,0,17,""
"C2_Signaling: WNT",1,1,0,30,""
"C2_Stress response: ER",1,1,0,17,""
"C2_Stress response: GST",1,1,0,52,""
"C2_Stress response: heat",1,1,0,30,""
"C2_Stress response: heavy metal",1,1,0,16,""
"C2_Stress response: other",1,1,0,49,""
"C2_Stress response: oxidative",1,1,0,28,""
"C2_Stress response: thioredoxin",1,1,0,15,""
"C2_Trafficking: endocytosis",1,1,0,29,""
"C2_Trafficking: vesicle targeting/fusion",1,1,0,65,""
"C2_Transcription factor: bHLH",1,1,0,36,""
"C2_Transcription factor: bZIP",1,1,0,24,""
"C2_Transcription factor: homeodomain",1,1,0,97,""
"C2_Transcription factor: other",1,1,0,33,""
"C2_Transcription factor: ZF",1,1,0,53,""
"C2_Transcription: chromatin modification",1,1,0,117,""
"C2_Transcription: general machinery: RNA Pol II",1,1,0,124,""
"C2_Transmembrane protein: ER",1,1,0,24,""
"C2_Transmembrane transport: amino acid",1,1,0,37,""
"C2_Transmembrane transport: calcium channel",1,1,0,20,""
"C2_Transmembrane transport: chloride channel",1,1,0,44,""
"C2_Transmembrane transport: extracellular ligand gated channel",1,1,0,59,""
"C2_Transmembrane transport: lipid",1,1,0,15,""
"C2_Transmembrane transport: mitochondrial",1,1,0,34,""
"C2_Transmembrane transport: nicotinic acid receptor",1,1,0,20,""
"C2_Transmembrane transport: TRP  channel",1,1,0,15,""
"C3_Signaling: Y kinase",0.294105311033026,1,1,75,"TRF-1"
"C3_Cytoskeleton: other",0.297378439679062,1,1,76,"T08D2.8"
"C3_Development: general",0.31351885542007,1,1,81,"F57F4.4"
"C3_Transcription: chromatin structure: histone",0.326165027474929,1,1,85,"HIL-6"
"C3_Nucleic acid: binding: other",0.350765873482876,1,1,93,"C16C8.16"
"C3_Signaling: phosphatase: other",0.365685258436182,1,1,98,"T22D1.5"
"C3_Transmembrane transport: potassium channel",0.430036816066312,1,1,121,"KVS-3"
"C3_Transmembrane protein: seven transmembrane receptor: other",0.508898270528104,1,1,153,"SDZ-20"
"C3_Transmembrane protein: other",0.758255831014227,1,1,305,"SCL-11"
"C3_Cell cycle: chromosome dynamics: meiotic functions",1,1,0,23,""
"C3_Cell cycle: meiotic/mitotic spindle",1,1,0,23,""
"C3_Cell cycle: other",1,1,0,26,""
"C3_Chaperone: cyclophilin",1,1,0,28,""
"C3_Chaperone: DnaJ domain",1,1,0,31,""
"C3_Cytoskeleton: actin function: actin",1,1,0,19,""
"C3_Cytoskeleton: actin function: binding",1,1,0,21,""
"C3_Cytoskeleton: claudin",1,1,0,15,""
"C3_Cytoskeleton: innexin",1,1,0,24,""
"C3_Cytoskeleton: microtubule: tubulin",1,1,0,17,""
"C3_Cytoskeleton: microtubule: tubulin modification",1,1,0,16,""
"C3_Cytoskeleton: motor protein: kinesin",1,1,0,16,""
"C3_Development: apoptosis",1,1,0,64,""
"C3_Development: germline",1,1,0,20,""
"C3_Development: somatic",1,1,0,122,""
"C3_DNA: nuclease",1,1,0,17,""
"C3_DNA: repair",1,1,0,67,""
"C3_DNA: replication",1,1,0,69,""
"C3_Extracellular Material: chondroitin sulfotransferase",1,1,0,27,""
"C3_Extracellular material: collagen",1,1,0,185,""
"C3_Extracellular material: galectin",1,1,0,25,""
"C3_Extracellular material: matrix",1,1,0,66,""
"C3_Extracellular material: PGI",1,1,0,53,""
"C3_Globin",1,1,0,36,""
"C3_Lysosome: acid phosphatase",1,1,0,31,""
"C3_Lysosome: autophagy",1,1,0,25,""
"C3_Lysosome: Vacuolar ATPase",1,1,0,22,""
"C3_Metabolism: amino acid: synthesis",1,1,0,39,""
"C3_Metabolism: carbohydrate",1,1,0,83,""
"C3_Metabolism: glutathione",1,1,0,20,""
"C3_Metabolism: glycolysis",1,1,0,37,""
"C3_Metabolism: insulin",1,1,0,40,""
"C3_Metabolism: lipid: beta oxidation",1,1,0,78,""
"C3_Metabolism: lipid: fatty acid",1,1,0,68,""
"C3_Metabolism: lipid: glycerolipid ",1,1,0,27,""
"C3_Metabolism: lipid: other",1,1,0,26,""
"C3_Metabolism: lipid: sterol",1,1,0,58,""
"C3_Metabolism: mitochondria: citric acid cycle",1,1,0,23,""
"C3_Metabolism: mitochondria: gene expression",1,1,0,15,""
"C3_Metabolism: mitochondria: other",1,1,0,56,""
"C3_Metabolism: mitochondria: ribosome",1,1,0,77,""
"C3_Metabolism: mitochondria: translocase",1,1,0,18,""
"C3_Metabolism: nucleotide",1,1,0,108,""
"C3_Metabolism: other",1,1,0,189,""
"C3_Metabolism: short chain dehydrogenase",1,1,0,42,""
"C3_mRNA functions: binding: KH",1,1,0,15,""
"C3_mRNA functions: binding: other",1,1,0,23,""
"C3_mRNA functions: binding: RBM",1,1,0,35,""
"C3_mRNA functions: binding: ZF",1,1,0,16,""
"C3_mRNA functions: processing: polyadenylation",1,1,0,21,""
"C3_mRNA functions: processing: snRNP",1,1,0,38,""
"C3_Muscle function",1,1,0,62,""
"C3_Neuronal function: development",1,1,0,15,""
"C3_Neuronal function: other",1,1,0,42,""
"C3_Neuronal function: synaptic function: neuropeptide",1,1,0,139,""
"C3_Neuronal function: synaptic function: neurotransmitter metabolism",1,1,0,19,""
"C3_Neuronal function: synaptic function: neurotransmitter receptor",1,1,0,37,""
"C3_Neuronal function: synaptic function: other",1,1,0,28,""
"C3_Neuronal function: synaptic function: vesicle trafficking",1,1,0,16,""
"C3_Non-coding RNA: asRNA",1,1,0,16,""
"C3_Non-coding RNA: linc",1,1,0,174,""
"C3_Non-coding RNA: miRNA",1,1,0,257,""
"C3_Non-coding RNA: ncRNA",1,1,1,7850,"K08A2.13"
"C3_Non-coding RNA: small RNA: argonaute",1,1,0,22,""
"C3_Non-coding RNA: small RNA: other",1,1,0,25,""
"C3_Non-coding RNA: snoRNA",1,1,0,344,""
